id_alimento,id_usuario,nome_alimento,estado_alimento,alimento_verificado,grupo_alimentar,marca_alimento,alimento_ativo,dtt_criacao_alimento,id_tabela_nutricional,unidade_medida,porcao_padrao,kcal,qtde_proteina,qtde_gordura,qtde_carboidrato,qtde_alcool,qtde_fibra,qtde_saturada,qtde_monosaturada,qtde_polisaturada,qtde_trans,qtde_acucar,qtde_calcio,qtde_ferro,qtde_sodio,qtde_potassio,qtde_vitamina_a,qtde_vitamina_d,qtde_vitamina_e,qtde_vitamina_c
383,,Cupuaçu,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,383,GRAMA,100,49.0,1.2,1.0,10.4,0.0,3.1,0.4,0.2,0.1,,,13.0,0.5,3.0,331.0,,,,24.5
384,,Nectarina,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,384,GRAMA,100,44.0,1.1,0.3,10.6,0.0,1.7,0.0,0.1,0.1,,7.8,6.0,0.3,,201.0,16.6,,0.7,5.4
385,,Mari,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,385,GRAMA,100,281.1,2.7,21.1,20.1,0.0,,,,,,,,,,,,,,
386,,Romã,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,386,GRAMA,100,56.0,0.4,0.0,15.1,0.0,0.4,,,,,,5.0,0.3,1.0,485.0,,,,8.1
387,,Acerola,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,387,GRAMA,100,32.0,0.4,0.3,7.7,0.0,1.1,0.1,0.1,0.1,,,12.0,0.2,7.0,146.0,121.0,,0.1,1677.6
388,,Kiwi,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,388,GRAMA,100,61.0,1.1,0.5,14.7,0.0,3.0,0.0,0.1,0.3,,9.0,34.0,0.3,3.0,312.0,4.3,,1.3,92.7
389,,Abiu,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,389,GRAMA,100,62.0,0.8,0.7,14.9,0.0,1.7,0.3,0.1,0.1,,,6.0,0.2,,128.0,,,,10.3
390,,Jurubeba,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,390,GRAMA,100,126.0,4.4,3.9,23.1,0.0,1.2,0.5,0.5,2.1,,,151.0,0.9,1.0,619.0,,,,13.8
391,,Fruta,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,391,GRAMA,100,89.0,1.1,0.3,22.8,0.0,2.6,0.1,0.0,0.1,,12.2,5.0,0.3,1.0,358.0,3.2,,0.1,8.7
392,,Maçã orgânica,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,392,GRAMA,100,52.0,0.3,0.2,13.8,0.0,2.4,0.0,0.0,0.1,,10.4,6.0,0.1,1.0,107.0,2.7,,0.2,4.6
393,,Acerola orgânica,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,393,GRAMA,100,32.0,0.4,0.3,7.7,0.0,1.1,0.1,0.1,0.1,,,12.0,0.2,7.0,146.0,121.0,,0.1,1677.6
394,,Amora,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,394,GRAMA,100,43.0,1.4,0.5,9.6,0.0,5.3,0.0,0.1,0.3,,4.9,29.0,0.6,1.0,162.0,10.7,,1.4,21.0
395,,Jamelão,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,395,GRAMA,100,73.0,0.7,0.5,18.4,0.0,7.0,0.0,0.1,0.2,,7.5,38.0,1.6,6.0,280.0,29.9,,1.0,36.0
396,,Demerara,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,396,GRAMA,100,387.0,0.0,0.0,100.0,0.0,,,,,,99.9,1.0,0.0,,2.0,,,,
397,,Açúcar mascavo,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,397,GRAMA,100,380.0,0.1,0.0,98.1,0.0,,,,,,97.0,83.0,0.7,28.0,133.0,,,,
398,,Rapadura,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,398,GRAMA,100,296.0,0.0,0.0,76.6,0.0,,,,,,42.2,102.0,5.4,4.0,395.0,,,,
399,,Alfenim de cana,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,399,GRAMA,100,296.0,0.0,0.0,76.6,0.0,,,,,,42.2,102.0,5.4,4.0,395.0,,,,
400,,Batida,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,400,GRAMA,100,380.0,0.1,0.0,98.1,0.0,,,,,,97.0,83.0,0.7,28.0,133.0,,,,
401,,Sorvete de qualquer sabor industrializado,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,401,GRAMA,100,206.0,3.6,11.0,25.1,0.0,0.9,6.8,3.0,0.4,0.4,18.9,121.7,0.4,78.7,215.7,117.6,0.6,0.3,0.6
402,,Picolé de qualquer sabor industrializado,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,402,GRAMA,100,79.0,0.0,0.2,19.2,0.0,,0.0,0.1,0.0,,13.7,,0.5,7.0,15.0,,,,0.7
403,,Chiclete,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,403,GRAMA,100,396.0,0.0,0.0,98.9,0.0,0.1,,,,,59.0,3.0,0.4,44.0,5.0,,,,
404,,Bala,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,404,GRAMA,100,394.0,0.0,0.2,98.0,0.0,,,,,,98.2,3.0,0.3,38.0,5.0,,,,
405,,Caramelo,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,405,GRAMA,100,382.0,4.6,8.1,77.0,0.0,,2.5,1.5,3.5,0.0,46.8,138.0,0.1,245.0,214.0,11.2,0.0,0.5,0.4
406,,Drops,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,406,GRAMA,100,394.0,0.0,0.2,98.0,0.0,,,,,,98.2,3.0,0.3,38.0,5.0,,,,
407,,Pastilha,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,407,GRAMA,100,396.0,0.0,0.0,98.9,0.0,0.1,,,,,59.0,3.0,0.4,44.0,5.0,,,,
408,,Pirulito,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,408,GRAMA,100,394.0,0.0,0.2,98.0,0.0,,,,,,98.2,3.0,0.3,38.0,5.0,,,,
409,,Goma de mascar,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,409,GRAMA,100,396.0,0.0,0.0,98.9,0.0,0.1,,,,,59.0,3.0,0.4,44.0,5.0,,,,
410,,Jujuba,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,410,GRAMA,100,375.0,0.0,0.1,93.5,0.0,0.2,,,,,46.6,3.0,0.1,50.0,37.0,,,,
411,,Tablete de chocolate,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,411,GRAMA,100,535.0,7.7,29.7,59.4,0.0,3.4,20.8,15.9,1.3,0.1,54.8,189.0,2.4,79.0,372.0,56.7,,0.5,
412,,Barra de chocolate,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,412,GRAMA,100,535.0,7.7,29.7,59.4,0.0,3.4,20.8,15.9,1.3,0.1,54.8,189.0,2.4,79.0,372.0,56.7,,0.5,
413,,Confete,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,413,GRAMA,100,492.0,4.3,21.1,71.2,0.0,2.8,13.1,5.2,0.9,0.2,63.3,105.0,1.1,61.0,261.0,61.0,,0.4,0.5
414,,Chocolate em pó de qualquer marca,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,414,GRAMA,100,364.2,2.8,3.5,85.5,0.0,1.7,0.8,1.5,1.0,0.4,80.4,149.8,0.8,350.1,840.7,1.1,,1.2,0.1
415,,Ovomaltine,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,415,GRAMA,100,388.0,9.2,5.2,75.1,0.0,2.0,1.6,2.7,0.7,1.0,70.8,1235.0,9.5,353.0,1235.0,529.0,1.9,0.0,105.8
416,,Achocolatado em pó,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,416,GRAMA,100,400.0,4.5,2.3,90.3,0.0,4.5,2.3,,,,77.4,455.0,,136.0,280.0,,,0.0,27.3
417,,Toddynho,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,417,GRAMA,100,83.3,3.2,3.4,10.4,0.0,0.8,2.1,1.0,0.1,0.1,10.1,112.4,0.2,60.2,167.7,26.5,1.0,0.1,0.9
418,,Bombom de qualquer marca,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,418,GRAMA,100,373.0,0.0,0.0,93.2,0.0,,,,,,84.4,3.0,0.0,11.0,4.0,,,,
419,,Trufa,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,419,GRAMA,100,487.9,3.6,36.3,49.1,0.0,4.5,20.8,11.8,1.9,0.9,41.4,35.0,2.4,14.3,293.2,99.5,0.9,0.5,0.1
420,,Geleia de frutas de qualquer marca ou sabor,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,420,GRAMA,100,278.0,0.4,0.1,68.9,0.0,1.1,0.0,0.0,,,48.9,20.0,0.5,32.0,77.0,,,0.1,8.8
421,,Mousse de qualquer sabor,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,421,GRAMA,100,331.9,5.1,21.9,32.2,0.0,1.2,12.6,6.9,0.9,0.5,29.8,49.1,1.0,49.7,214.5,162.7,1.0,0.7,0.2
422,,Geleia de mocotó,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,422,GRAMA,100,120.2,3.0,0.0,28.0,0.0,,,,,,28.0,4.3,0.0,9.0,1.8,,,,
423,,Doce de frutas em pasta de qualquer sabor,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,423,GRAMA,100,291.3,0.8,0.3,74.3,0.0,1.6,0.1,0.0,0.1,,72.6,6.1,0.1,0.6,126.5,9.3,,0.2,68.5
424,,Pasta de amendoim,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,424,GRAMA,100,588.0,25.1,50.4,19.6,0.0,6.0,10.5,24.2,14.2,,9.2,43.0,1.9,459.0,649.0,,,9.0,
425,,Pessegada,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,425,GRAMA,100,77.0,0.5,0.1,19.8,0.0,2.2,,0.0,0.0,,16.1,3.0,0.3,6.0,94.0,38.2,,0.7,2.8
426,,Marmelada,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,426,GRAMA,100,278.0,0.4,0.1,68.9,0.0,1.1,0.0,0.0,,,48.9,20.0,0.5,32.0,77.0,,,0.1,8.8
427,,Figada,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,427,GRAMA,100,88.0,0.4,0.1,22.9,0.0,2.2,0.0,0.0,0.1,,16.8,27.0,0.3,1.0,99.0,1.8,,0.1,1.0
428,,Goiabada,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,428,GRAMA,100,291.3,0.8,0.3,74.3,0.0,1.6,0.1,0.0,0.1,,72.6,6.1,0.1,0.6,126.5,9.3,,0.2,68.5
429,,Caju em pasta,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,429,GRAMA,100,291.3,0.8,0.3,74.3,0.0,1.6,0.1,0.0,0.1,,72.6,6.1,0.1,0.6,126.5,9.3,,0.2,68.5
430,,Mariola,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,430,GRAMA,100,291.3,0.8,0.3,74.3,0.0,1.6,0.1,0.0,0.1,,72.6,6.1,0.1,0.6,126.5,9.3,,0.2,68.5
431,,Doce de frutas em calda de qualquer sabor,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,431,GRAMA,100,77.0,0.5,0.1,19.8,0.0,2.2,,0.0,0.0,,16.1,3.0,0.3,6.0,94.0,38.2,,0.7,2.8
432,,Doce de frutas cristalizado de qualquer sabor,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,432,GRAMA,100,291.3,0.8,0.3,74.3,0.0,1.6,0.1,0.0,0.1,,72.6,6.1,0.1,0.6,126.5,9.3,,0.2,68.5
433,,Melado,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,433,GRAMA,100,296.0,0.0,0.0,76.6,0.0,,,,,,42.2,102.0,5.4,4.0,395.0,,,,
434,,Mel,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,434,GRAMA,100,304.0,0.3,0.0,82.4,0.0,0.2,,,,,82.1,6.0,0.4,4.0,52.0,,,,0.5
435,,Gelatina de qualquer sabor,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,435,GRAMA,100,278.0,0.4,0.1,68.9,0.0,1.1,0.0,0.0,,,48.9,20.0,0.5,32.0,77.0,,,0.1,8.8
436,,Adoçante artificial,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,436,GRAMA,100,0.0,0.0,0.0,0.0,0.0,,,,,,,,,240.0,,,,,
437,,Merengue,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,437,GRAMA,100,358.3,6.2,0.1,85.9,0.0,0.0,,,,,85.5,4.9,0.1,94.7,164.8,,,,
438,,Schimier de cana,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,438,GRAMA,100,296.0,0.0,0.0,76.6,0.0,,,,,,42.2,102.0,5.4,4.0,395.0,,,,
439,,Fruta seca ou desidratada,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,439,GRAMA,100,240.0,2.2,0.4,63.9,0.0,7.1,0.1,0.1,0.1,,38.1,43.0,0.9,2.0,732.0,39.1,,0.4,0.6
440,,Passa,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,440,GRAMA,100,299.0,3.1,0.5,79.2,0.0,3.7,0.1,0.1,0.0,,57.9,50.0,1.9,11.0,749.0,,,0.1,2.3
441,,Pudim de qualquer sabor,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,441,GRAMA,100,131.2,5.6,5.1,15.4,0.0,,2.1,1.7,0.5,0.1,15.9,89.2,0.3,60.6,131.2,65.2,1.0,0.3,
442,,Danette pudim,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,442,GRAMA,100,131.2,5.6,5.1,15.4,0.0,,2.1,1.7,0.5,0.1,15.9,89.2,0.3,60.6,131.2,65.2,1.0,0.3,
443,,Manjar,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,443,GRAMA,100,285.0,8.2,10.7,40.1,0.0,0.3,6.6,2.7,0.6,0.2,38.6,201.3,0.6,129.5,289.9,86.9,0.9,0.4,1.6
444,,Cuscuz,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,444,GRAMA,100,128.3,4.3,0.2,26.4,0.0,1.7,0.0,0.0,0.1,,0.7,10.7,0.4,261.5,57.5,0.1,,0.1,
445,,Cuscuz de tapioca,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,445,GRAMA,100,117.0,4.3,4.1,15.5,0.0,0.0,2.0,1.2,0.3,0.1,13.2,102.2,0.2,100.4,137.7,45.7,1.0,0.2,
446,,Maria-mole,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,446,GRAMA,100,444.9,1.6,19.9,68.8,0.0,2.6,17.7,0.8,0.2,,61.4,9.9,1.1,149.0,194.4,,,0.2,0.9
447,,Cocada,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,447,GRAMA,100,404.8,1.0,12.5,75.7,0.0,1.6,11.0,0.5,0.1,,62.2,8.3,0.7,107.3,119.7,,,0.1,0.2
448,,Quebra-queixo,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,448,GRAMA,100,404.8,1.0,12.5,75.7,0.0,1.6,11.0,0.5,0.1,,62.2,8.3,0.7,107.3,119.7,,,0.1,0.2
449,,Doce de amendoim,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,449,GRAMA,100,451.6,11.2,23.9,55.3,0.0,3.7,4.1,11.8,6.8,1.0,39.2,30.1,0.6,221.8,291.3,32.0,,2.9,0.3
450,,Pé de moleque,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,450,GRAMA,100,474.0,9.1,17.9,69.2,0.0,2.4,2.4,8.4,5.4,,55.5,50.0,4.5,21.0,236.8,,,2.4,5.9
451,,Paçoca,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,451,GRAMA,100,472.2,10.3,21.5,64.0,0.0,3.9,3.0,10.7,6.8,,15.1,32.9,1.7,3.1,290.5,,,3.0,
452,,Torrão de amendoim,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,452,GRAMA,100,460.3,11.0,24.6,56.3,0.0,6.1,1.9,15.4,6.0,0.0,47.3,133.6,2.0,7.1,370.2,0.0,,13.1,0.1
453,,Paçoquinha de amendoim,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,453,GRAMA,100,472.2,10.3,21.5,64.0,0.0,3.9,3.0,10.7,6.8,,15.1,32.9,1.7,3.1,290.5,,,3.0,
454,,Amendoim caramelizado,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,454,GRAMA,100,474.0,9.1,17.9,69.2,0.0,2.4,2.4,8.4,5.4,,55.5,50.0,4.5,21.0,236.8,,,2.4,5.9
455,,Amendoim amanteigado,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,455,GRAMA,100,567.0,25.8,49.2,16.1,0.0,8.5,6.8,24.4,15.6,,4.0,92.0,4.6,18.0,705.0,,,8.3,
456,,Amendoim achocolatado,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,456,GRAMA,100,519.0,13.1,33.5,49.7,0.0,4.7,14.6,12.9,4.3,0.0,40.9,104.0,1.3,41.0,502.0,41.5,,2.4,
457,,Amendoim apimentado,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,457,GRAMA,100,567.0,25.8,49.2,16.1,0.0,8.5,6.8,24.4,15.6,,4.0,92.0,4.6,18.0,705.0,,,8.3,
458,,Amendoim cozido,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,458,GRAMA,100,318.0,13.5,22.0,21.3,0.0,8.8,3.1,10.9,7.0,,2.0,55.0,1.0,751.0,180.0,,,4.1,
459,,Brigadeiro,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,459,GRAMA,100,334.5,7.5,10.1,54.9,0.0,0.2,5.5,3.2,0.9,0.6,52.6,266.2,0.3,128.6,373.6,89.4,0.1,0.2,2.5
460,,Bomba de qualquer tipo,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,460,GRAMA,100,339.3,6.3,26.9,18.6,0.0,0.5,15.9,7.7,1.3,0.9,5.0,45.5,1.2,50.6,92.2,254.7,1.0,1.0,0.2
461,,Mil folhas,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,461,GRAMA,100,440.3,2.4,29.0,43.2,0.0,0.4,14.4,9.9,3.2,2.0,31.5,32.5,0.7,199.1,56.9,133.6,0.5,0.6,0.2
462,,Queijadinha,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,462,GRAMA,100,404.8,1.0,12.5,75.7,0.0,1.6,11.0,0.5,0.1,,62.2,8.3,0.7,107.3,119.7,,,0.1,0.2
463,,Doce à base de ovos,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,463,GRAMA,100,131.2,5.6,5.1,15.4,0.0,,2.1,1.7,0.5,0.1,15.9,89.2,0.3,60.6,131.2,65.2,1.0,0.3,
464,,Caçarola italiana,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,464,GRAMA,100,285.0,8.2,10.7,40.1,0.0,0.3,6.6,2.7,0.6,0.2,38.6,201.3,0.6,129.5,289.9,86.9,0.9,0.4,1.6
465,,Quindim,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,465,GRAMA,100,131.2,5.6,5.1,15.4,0.0,,2.1,1.7,0.5,0.1,15.9,89.2,0.3,60.6,131.2,65.2,1.0,0.3,
466,,Fios de ovos,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,466,GRAMA,100,131.2,5.6,5.1,15.4,0.0,,2.1,1.7,0.5,0.1,15.9,89.2,0.3,60.6,131.2,65.2,1.0,0.3,
467,,Doce à base de leite,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,467,GRAMA,100,319.7,7.9,8.7,54.2,0.0,,5.5,2.4,0.3,0.3,52.5,282.9,0.2,126.5,369.5,73.9,0.1,0.2,2.6
468,,Pavê de qualquer sabor,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,468,GRAMA,100,306.4,4.9,22.2,21.6,0.0,0.4,12.9,7.0,1.2,0.9,17.1,66.1,0.9,151.9,121.4,234.5,0.7,0.5,0.2
469,,Ambrosia,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,469,GRAMA,100,144.2,4.1,3.8,23.9,0.0,0.3,1.7,1.2,0.4,0.1,23.3,83.7,0.3,46.1,114.6,45.4,0.8,0.2,0.3
470,,Leite geleificado,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,470,GRAMA,100,131.2,5.6,5.1,15.4,0.0,,2.1,1.7,0.5,0.1,15.9,89.2,0.3,60.6,131.2,65.2,1.0,0.3,
471,,Chandele de qualquer sabor,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,471,GRAMA,100,131.2,5.6,5.1,15.4,0.0,,2.1,1.7,0.5,0.1,15.9,89.2,0.3,60.6,131.2,65.2,1.0,0.3,
472,,Mumu,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,472,GRAMA,100,319.7,7.9,8.7,54.2,0.0,,5.5,2.4,0.3,0.3,52.5,282.9,0.2,126.5,369.5,73.9,0.1,0.2,2.6
473,,Canudinho recheado,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,473,GRAMA,100,123.3,2.4,4.5,21.3,0.0,2.2,3.6,0.3,0.3,,8.9,2.5,0.5,62.2,190.4,8.1,,0.1,2.9
474,,Sarolho,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,474,GRAMA,100,336.0,2.0,0.0,82.0,0.0,,,,,,,4.0,0.2,1.5,,,,,
475,,Beiju,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,475,GRAMA,100,336.0,2.0,0.0,82.0,0.0,,,,,,,4.0,0.2,1.5,,,,,
476,,Schimier de fruta,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,476,GRAMA,100,278.0,0.4,0.1,68.9,0.0,1.1,0.0,0.0,,,48.9,20.0,0.5,32.0,77.0,,,0.1,8.8
477,,Beijo de moça,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,477,GRAMA,100,387.0,0.0,0.0,100.0,0.0,,,,,,99.9,1.0,0.0,,2.0,,,,
478,,Picolé ensacado,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,478,GRAMA,100,79.0,0.0,0.2,19.2,0.0,,0.0,0.1,0.0,,13.7,,0.5,7.0,15.0,,,,0.7
479,,Geladinho,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,479,GRAMA,100,122.7,0.1,0.1,32.5,0.0,0.5,0.0,0.0,0.0,,26.1,3.8,0.1,8.6,14.9,0.5,,0.1,1.8
480,,Churro,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,480,GRAMA,100,401.7,3.0,23.4,45.9,0.0,0.8,14.7,6.0,1.0,0.9,24.8,12.7,1.2,149.0,36.0,195.3,0.4,0.7,
481,,Pamonha,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,481,GRAMA,100,171.0,2.6,4.8,30.7,0.0,2.4,0.5,0.7,1.4,0.1,,4.0,0.4,132.0,125.0,,,,
482,,Algodão-doce,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,482,GRAMA,100,387.0,0.0,0.0,100.0,0.0,,,,,,99.9,1.0,0.0,,2.0,,,,
483,,Io-Iô crem,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,483,GRAMA,100,350.0,4.6,8.9,62.9,0.0,2.8,4.0,3.9,0.3,,48.4,49.0,1.3,346.0,284.0,1.0,,2.6,0.2
484,,Ovo de páscoa,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,484,GRAMA,100,535.0,7.7,29.7,59.4,0.0,3.4,20.8,15.9,1.3,0.1,54.8,189.0,2.4,79.0,372.0,56.7,,0.5,
485,,Kinder ovo,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,485,GRAMA,100,535.0,7.7,29.7,59.4,0.0,3.4,20.8,15.9,1.3,0.1,54.8,189.0,2.4,79.0,372.0,56.7,,0.5,
486,,Torrone,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,486,GRAMA,100,460.3,11.0,24.6,56.3,0.0,6.1,1.9,15.4,6.0,0.0,47.3,133.6,2.0,7.1,370.2,0.0,,13.1,0.1
487,,Arroz-doce,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,487,GRAMA,100,108.5,3.0,2.3,18.8,0.0,0.1,1.3,0.6,0.2,0.1,10.8,82.0,0.4,50.8,110.0,19.7,0.7,0.1,
488,,Polpa de coco,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,488,GRAMA,100,402.0,3.8,41.7,9.8,0.0,5.0,,,,,,7.0,1.7,11.0,370.0,,,,1.6
489,,Diet shake,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,489,GRAMA,100,335.5,19.2,1.9,69.9,0.0,7.4,0.8,0.4,0.4,0.0,59.3,536.6,22.9,395.3,928.8,803.2,3.6,24.1,64.3
490,,Concentrado alimentar diet shake,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,490,GRAMA,100,335.5,19.2,1.9,69.9,0.0,7.4,0.8,0.4,0.4,0.0,59.3,536.6,22.9,395.3,928.8,803.2,3.6,24.1,64.3
491,,Açúcar,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,491,GRAMA,100,387.0,0.0,0.0,100.0,0.0,,,,,,99.9,1.0,0.0,,2.0,,,,
492,,Açúcar light,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,492,GRAMA,100,400.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,,
493,,Barra de cereais,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,493,GRAMA,100,352.9,3.2,8.6,69.4,0.0,2.3,0.9,1.7,5.3,0.0,37.4,540.5,4.9,284.2,80.6,607.5,,3.2,0.1
494,,Barra de cereais salgada,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,494,GRAMA,100,352.9,3.2,8.6,69.4,0.0,2.3,0.9,1.7,5.3,0.0,37.4,540.5,4.9,284.2,80.6,607.5,,3.2,0.1
495,,Barra de cereais doce,PADRAO,TRUE,VEGANO,,TRUE,2024-08-29 00:00:00,495,GRAMA,100,352.9,3.2,8.6,69.4,0.0,2.3,0.9,1.7,5.3,0.0,37.4,540.5,4.9,284.2,80.6,607.5,,3.2,0.1
