id_tabela_nutricional,kcal,porcao_padrao,qtde_acucar,qtde_alcool,qtde_calcio,qtde_carboidrato,qtde_ferro,qtde_fibra,qtde_gordura,qtde_monosaturada,qtde_polisaturada,qtde_potassio,qtde_proteina,qtde_saturada,qtde_sodio,qtde_trans,qtde_vitamina_a,qtde_vitamina_c,qtde_vitamina_d,qtde_vitamina_e,unidade_medida,id_alimento
337,65.0,100,12.7,0.0,10.0,17.0,0.1,1.8,0.3,0.1,0.1,156.0,0.5,0.1,2.0,,38.2,27.7,,1.1,GRAMA,337
338,97.0,100,10.4,0.0,12.0,23.4,1.6,10.4,0.7,0.1,0.4,348.0,2.2,0.1,28.0,,63.6,30.0,,0.0,GRAMA,338
339,30.0,100,6.2,0.0,7.0,7.5,0.2,0.4,0.1,0.0,0.1,112.0,0.6,0.0,1.0,,28.5,8.1,,0.1,GRAMA,339
340,36.0,100,8.1,0.0,6.0,9.1,0.2,0.8,0.1,,0.1,228.0,0.5,0.0,18.0,,2.5,18.0,,0.0,GRAMA,340
341,58.0,100,9.8,0.0,9.0,15.5,0.2,3.2,0.1,0.0,0.0,119.0,0.4,0.0,1.0,,1.2,4.2,,0.2,GRAMA,341
342,39.0,100,8.4,0.0,6.0,9.5,0.2,1.5,0.2,0.1,0.1,190.0,0.9,0.0,,,16.3,6.6,,0.7,GRAMA,342
343,74.0,100,3.4,0.0,8.0,17.7,0.3,2.3,0.6,0.0,0.1,269.0,1.6,0.1,4.0,,,11.5,,,GRAMA,343
344,74.0,100,3.4,0.0,8.0,17.7,0.3,2.3,0.6,0.0,0.1,269.0,1.6,0.1,4.0,,,11.5,,,GRAMA,344
345,74.0,100,3.4,0.0,8.0,17.7,0.3,2.3,0.6,0.0,0.1,269.0,1.6,0.1,4.0,,,11.5,,,GRAMA,345
346,69.0,100,15.5,0.0,10.0,18.1,0.4,0.9,0.2,0.0,0.1,191.0,0.7,0.1,2.0,,3.3,10.8,,0.4,GRAMA,346
347,299.0,100,57.9,0.0,50.0,79.2,1.9,3.7,0.5,0.1,0.0,749.0,3.1,0.1,11.0,,,2.3,,0.1,GRAMA,347
348,113.0,100,,0.0,40.0,25.7,3.6,9.4,0.3,,,,5.2,,,,,33.0,,,GRAMA,348
349,94.0,100,8.1,0.0,34.0,24.0,0.6,1.6,0.3,0.0,0.1,303.0,1.5,0.1,3.0,,14.8,6.7,,0.1,GRAMA,349
350,68.0,100,8.8,0.0,18.0,14.3,0.3,5.4,0.9,0.1,0.4,417.0,2.5,0.3,2.0,,31.2,228.3,,0.7,GRAMA,350
351,68.0,100,8.8,0.0,18.0,14.3,0.3,5.4,0.9,0.1,0.4,417.0,2.5,0.3,2.0,,31.2,228.3,,0.7,GRAMA,351
352,46.0,100,9.9,0.0,6.0,11.4,0.2,1.4,0.3,0.1,0.0,157.0,0.7,0.0,,,17.3,9.5,,0.3,GRAMA,352
353,43.0,100,,0.0,1.0,10.3,0.2,1.7,0.3,,,124.0,1.0,,3.0,,7.0,,,,GRAMA,353
354,63.0,100,12.8,0.0,13.0,16.0,0.4,2.1,0.2,0.1,0.1,222.0,1.1,0.0,,,3.2,7.0,,0.1,GRAMA,354
355,46.0,100,,0.0,13.0,11.4,0.2,2.6,0.0,,,119.0,1.3,,1.0,,,26.7,,,GRAMA,355
356,46.0,100,,0.0,56.0,12.4,0.3,1.1,0.1,,,,0.2,,,,,36.0,,,GRAMA,356
357,70.0,100,,0.0,26.0,13.8,2.2,1.0,2.1,,,,0.8,,,,,28.0,,,GRAMA,357
358,46.0,100,,0.0,13.0,11.4,0.2,2.6,0.0,,,119.0,1.3,,1.0,,,26.7,,,GRAMA,358
359,31.0,100,3.8,0.0,3.0,6.7,0.1,2.8,0.3,0.0,0.2,133.0,1.0,0.0,2.0,,3.1,34.4,,0.1,GRAMA,359
360,73.0,100,7.5,0.0,38.0,18.4,1.6,7.0,0.5,0.1,0.2,280.0,0.7,0.0,6.0,,29.9,36.0,,1.0,GRAMA,360
361,62.0,100,,0.0,40.0,15.8,0.2,1.9,0.2,0.1,,250.0,0.8,,4.0,,,19.1,,,GRAMA,361
362,32.0,100,4.9,0.0,16.0,7.7,0.4,2.0,0.3,0.0,0.2,153.0,0.7,0.0,1.0,,0.6,58.8,,0.3,GRAMA,362
363,27.0,100,,0.0,14.0,6.5,0.1,5.1,0.1,,,135.0,0.9,,22.0,,,3.8,,,GRAMA,363
364,74.0,100,3.4,0.0,8.0,17.7,0.3,2.3,0.6,0.0,0.1,269.0,1.6,0.1,4.0,,,11.5,,,GRAMA,364
365,43.0,100,,0.0,41.0,10.5,2.8,0.8,0.3,,,,0.7,,,,,33.0,,,GRAMA,365
366,68.0,100,8.8,0.0,18.0,14.3,0.3,5.4,0.9,0.1,0.4,417.0,2.5,0.3,2.0,,31.2,228.3,,0.7,GRAMA,366
367,47.0,100,6.3,0.0,16.0,12.1,0.3,1.7,0.2,0.0,0.1,266.0,0.4,0.0,1.0,,85.9,1.0,,0.9,GRAMA,367
368,103.0,100,2.9,0.0,17.0,27.1,0.5,4.9,0.2,0.0,0.1,490.0,1.1,0.1,2.0,,,29.0,,0.1,GRAMA,368
369,96.0,100,,0.0,29.0,25.9,1.2,9.9,0.1,,,,0.7,,,,,13.0,,,GRAMA,369
370,252.0,100,,0.0,,38.2,,20.5,10.1,,,,2.2,,,,,,,,GRAMA,370
371,239.0,100,,0.0,74.0,62.5,2.8,5.1,0.6,0.2,0.1,628.0,2.8,0.3,28.0,,1.5,3.5,,0.1,GRAMA,371
372,74.0,100,,0.0,12.0,19.4,0.3,2.2,0.1,,,72.0,1.0,,1.0,,,13.6,,,GRAMA,372
373,66.0,100,15.0,0.0,5.0,16.5,0.3,1.3,0.4,0.1,0.1,171.0,0.8,0.1,1.0,,,71.5,,0.1,GRAMA,373
374,105.0,100,,0.0,20.0,22.8,2.2,7.4,2.0,,,,1.9,,,,,33.0,,,GRAMA,374
375,60.0,100,,0.0,21.0,15.5,0.9,1.2,0.1,,,,1.0,,,,,9.0,,,GRAMA,375
376,152.0,100,,0.0,,6.3,,4.7,13.4,,,,1.5,,,,,,,,GRAMA,376
377,41.0,100,,0.0,18.0,10.2,0.4,3.2,0.2,,,113.0,0.9,,2.0,,77.0,24.9,,,GRAMA,377
378,76.0,100,,0.0,27.0,18.9,0.4,3.9,0.4,,0.1,248.0,1.4,0.2,2.0,,,27.0,,,GRAMA,378
379,66.0,100,,0.0,33.0,14.4,2.0,2.2,1.3,,,,0.9,,,,,84.0,,,GRAMA,379
380,37.0,100,,0.0,12.0,9.4,0.1,2.0,0.0,,,152.0,0.8,,,,,24.1,,,GRAMA,380
381,37.0,100,,0.0,12.0,9.4,0.1,2.0,0.0,,,152.0,0.8,,,,,24.1,,,GRAMA,381
382,74.0,100,3.4,0.0,8.0,17.7,0.3,2.3,0.6,0.0,0.1,269.0,1.6,0.1,4.0,,,11.5,,,GRAMA,382
383,49.0,100,,0.0,13.0,10.4,0.5,3.1,1.0,0.2,0.1,331.0,1.2,0.4,3.0,,,24.5,,,GRAMA,383
384,44.0,100,7.8,0.0,6.0,10.6,0.3,1.7,0.3,0.1,0.1,201.0,1.1,0.0,,,16.6,5.4,,0.7,GRAMA,384
385,281.1,100,,0.0,,20.1,,,21.1,,,,2.7,,,,,,,,GRAMA,385
386,56.0,100,,0.0,5.0,15.1,0.3,0.4,0.0,,,485.0,0.4,,1.0,,,8.1,,,GRAMA,386
387,32.0,100,,0.0,12.0,7.7,0.2,1.1,0.3,0.1,0.1,146.0,0.4,0.1,7.0,,121.0,1677.6,,0.1,GRAMA,387
388,61.0,100,9.0,0.0,34.0,14.7,0.3,3.0,0.5,0.1,0.3,312.0,1.1,0.0,3.0,,4.3,92.7,,1.3,GRAMA,388
389,62.0,100,,0.0,6.0,14.9,0.2,1.7,0.7,0.1,0.1,128.0,0.8,0.3,,,,10.3,,,GRAMA,389
390,126.0,100,,0.0,151.0,23.1,0.9,1.2,3.9,0.5,2.1,619.0,4.4,0.5,1.0,,,13.8,,,GRAMA,390
391,89.0,100,12.2,0.0,5.0,22.8,0.3,2.6,0.3,0.0,0.1,358.0,1.1,0.1,1.0,,3.2,8.7,,0.1,GRAMA,391
392,52.0,100,10.4,0.0,6.0,13.8,0.1,2.4,0.2,0.0,0.1,107.0,0.3,0.0,1.0,,2.7,4.6,,0.2,GRAMA,392
393,32.0,100,,0.0,12.0,7.7,0.2,1.1,0.3,0.1,0.1,146.0,0.4,0.1,7.0,,121.0,1677.6,,0.1,GRAMA,393
394,43.0,100,4.9,0.0,29.0,9.6,0.6,5.3,0.5,0.1,0.3,162.0,1.4,0.0,1.0,,10.7,21.0,,1.4,GRAMA,394
395,73.0,100,7.5,0.0,38.0,18.4,1.6,7.0,0.5,0.1,0.2,280.0,0.7,0.0,6.0,,29.9,36.0,,1.0,GRAMA,395
396,387.0,100,99.9,0.0,1.0,100.0,0.0,,0.0,,,2.0,0.0,,,,,,,,GRAMA,396
397,380.0,100,97.0,0.0,83.0,98.1,0.7,,0.0,,,133.0,0.1,,28.0,,,,,,GRAMA,397
398,296.0,100,42.2,0.0,102.0,76.6,5.4,,0.0,,,395.0,0.0,,4.0,,,,,,GRAMA,398
399,296.0,100,42.2,0.0,102.0,76.6,5.4,,0.0,,,395.0,0.0,,4.0,,,,,,GRAMA,399
400,380.0,100,97.0,0.0,83.0,98.1,0.7,,0.0,,,133.0,0.1,,28.0,,,,,,GRAMA,400
401,206.0,100,18.9,0.0,121.7,25.1,0.4,0.9,11.0,3.0,0.4,215.7,3.6,6.8,78.7,0.4,117.6,0.6,0.6,0.3,GRAMA,401
402,79.0,100,13.7,0.0,,19.2,0.5,,0.2,0.1,0.0,15.0,0.0,0.0,7.0,,,0.7,,,GRAMA,402
403,396.0,100,59.0,0.0,3.0,98.9,0.4,0.1,0.0,,,5.0,0.0,,44.0,,,,,,GRAMA,403
404,394.0,100,98.2,0.0,3.0,98.0,0.3,,0.2,,,5.0,0.0,,38.0,,,,,,GRAMA,404
405,382.0,100,46.8,0.0,138.0,77.0,0.1,,8.1,1.5,3.5,214.0,4.6,2.5,245.0,0.0,11.2,0.4,0.0,0.5,GRAMA,405
406,394.0,100,98.2,0.0,3.0,98.0,0.3,,0.2,,,5.0,0.0,,38.0,,,,,,GRAMA,406
407,396.0,100,59.0,0.0,3.0,98.9,0.4,0.1,0.0,,,5.0,0.0,,44.0,,,,,,GRAMA,407
408,394.0,100,98.2,0.0,3.0,98.0,0.3,,0.2,,,5.0,0.0,,38.0,,,,,,GRAMA,408
409,396.0,100,59.0,0.0,3.0,98.9,0.4,0.1,0.0,,,5.0,0.0,,44.0,,,,,,GRAMA,409
410,375.0,100,46.6,0.0,3.0,93.5,0.1,0.2,0.1,,,37.0,0.0,,50.0,,,,,,GRAMA,410
411,535.0,100,54.8,0.0,189.0,59.4,2.4,3.4,29.7,15.9,1.3,372.0,7.7,20.8,79.0,0.1,56.7,,,0.5,GRAMA,411
412,535.0,100,54.8,0.0,189.0,59.4,2.4,3.4,29.7,15.9,1.3,372.0,7.7,20.8,79.0,0.1,56.7,,,0.5,GRAMA,412
413,492.0,100,63.3,0.0,105.0,71.2,1.1,2.8,21.1,5.2,0.9,261.0,4.3,13.1,61.0,0.2,61.0,0.5,,0.4,GRAMA,413
414,364.2,100,80.4,0.0,149.8,85.5,0.8,1.7,3.5,1.5,1.0,840.7,2.8,0.8,350.1,0.4,1.1,0.1,,1.2,GRAMA,414
415,388.0,100,70.8,0.0,1235.0,75.1,9.5,2.0,5.2,2.7,0.7,1235.0,9.2,1.6,353.0,1.0,529.0,105.8,1.9,0.0,GRAMA,415
416,400.0,100,77.4,0.0,455.0,90.3,,4.5,2.3,,,280.0,4.5,2.3,136.0,,,27.3,,0.0,GRAMA,416
417,83.3,100,10.1,0.0,112.4,10.4,0.2,0.8,3.4,1.0,0.1,167.7,3.2,2.1,60.2,0.1,26.5,0.9,1.0,0.1,GRAMA,417
418,373.0,100,84.4,0.0,3.0,93.2,0.0,,0.0,,,4.0,0.0,,11.0,,,,,,GRAMA,418
419,487.9,100,41.4,0.0,35.0,49.1,2.4,4.5,36.3,11.8,1.9,293.2,3.6,20.8,14.3,0.9,99.5,0.1,0.9,0.5,GRAMA,419
420,278.0,100,48.9,0.0,20.0,68.9,0.5,1.1,0.1,0.0,,77.0,0.4,0.0,32.0,,,8.8,,0.1,GRAMA,420
421,331.9,100,29.8,0.0,49.1,32.2,1.0,1.2,21.9,6.9,0.9,214.5,5.1,12.6,49.7,0.5,162.7,0.2,1.0,0.7,GRAMA,421
422,120.2,100,28.0,0.0,4.3,28.0,0.0,,0.0,,,1.8,3.0,,9.0,,,,,,GRAMA,422
423,291.3,100,72.6,0.0,6.1,74.3,0.1,1.6,0.3,0.0,0.1,126.5,0.8,0.1,0.6,,9.3,68.5,,0.2,GRAMA,423
424,588.0,100,9.2,0.0,43.0,19.6,1.9,6.0,50.4,24.2,14.2,649.0,25.1,10.5,459.0,,,,,9.0,GRAMA,424
425,77.0,100,16.1,0.0,3.0,19.8,0.3,2.2,0.1,0.0,0.0,94.0,0.5,,6.0,,38.2,2.8,,0.7,GRAMA,425
426,278.0,100,48.9,0.0,20.0,68.9,0.5,1.1,0.1,0.0,,77.0,0.4,0.0,32.0,,,8.8,,0.1,GRAMA,426
427,88.0,100,16.8,0.0,27.0,22.9,0.3,2.2,0.1,0.0,0.1,99.0,0.4,0.0,1.0,,1.8,1.0,,0.1,GRAMA,427
428,291.3,100,72.6,0.0,6.1,74.3,0.1,1.6,0.3,0.0,0.1,126.5,0.8,0.1,0.6,,9.3,68.5,,0.2,GRAMA,428
429,291.3,100,72.6,0.0,6.1,74.3,0.1,1.6,0.3,0.0,0.1,126.5,0.8,0.1,0.6,,9.3,68.5,,0.2,GRAMA,429
430,291.3,100,72.6,0.0,6.1,74.3,0.1,1.6,0.3,0.0,0.1,126.5,0.8,0.1,0.6,,9.3,68.5,,0.2,GRAMA,430
431,77.0,100,16.1,0.0,3.0,19.8,0.3,2.2,0.1,0.0,0.0,94.0,0.5,,6.0,,38.2,2.8,,0.7,GRAMA,431
432,291.3,100,72.6,0.0,6.1,74.3,0.1,1.6,0.3,0.0,0.1,126.5,0.8,0.1,0.6,,9.3,68.5,,0.2,GRAMA,432
433,296.0,100,42.2,0.0,102.0,76.6,5.4,,0.0,,,395.0,0.0,,4.0,,,,,,GRAMA,433
434,304.0,100,82.1,0.0,6.0,82.4,0.4,0.2,0.0,,,52.0,0.3,,4.0,,,0.5,,,GRAMA,434
435,278.0,100,48.9,0.0,20.0,68.9,0.5,1.1,0.1,0.0,,77.0,0.4,0.0,32.0,,,8.8,,0.1,GRAMA,435
436,0.0,100,,0.0,,0.0,,,0.0,,,,0.0,,240.0,,,,,,GRAMA,436
437,358.3,100,85.5,0.0,4.9,85.9,0.1,0.0,0.1,,,164.8,6.2,,94.7,,,,,,GRAMA,437
438,296.0,100,42.2,0.0,102.0,76.6,5.4,,0.0,,,395.0,0.0,,4.0,,,,,,GRAMA,438
439,240.0,100,38.1,0.0,43.0,63.9,0.9,7.1,0.4,0.1,0.1,732.0,2.2,0.1,2.0,,39.1,0.6,,0.4,GRAMA,439
440,299.0,100,57.9,0.0,50.0,79.2,1.9,3.7,0.5,0.1,0.0,749.0,3.1,0.1,11.0,,,2.3,,0.1,GRAMA,440
441,131.2,100,15.9,0.0,89.2,15.4,0.3,,5.1,1.7,0.5,131.2,5.6,2.1,60.6,0.1,65.2,,1.0,0.3,GRAMA,441
442,131.2,100,15.9,0.0,89.2,15.4,0.3,,5.1,1.7,0.5,131.2,5.6,2.1,60.6,0.1,65.2,,1.0,0.3,GRAMA,442
443,285.0,100,38.6,0.0,201.3,40.1,0.6,0.3,10.7,2.7,0.6,289.9,8.2,6.6,129.5,0.2,86.9,1.6,0.9,0.4,GRAMA,443
444,128.3,100,0.7,0.0,10.7,26.4,0.4,1.7,0.2,0.0,0.1,57.5,4.3,0.0,261.5,,0.1,,,0.1,GRAMA,444
445,117.0,100,13.2,0.0,102.2,15.5,0.2,0.0,4.1,1.2,0.3,137.7,4.3,2.0,100.4,0.1,45.7,,1.0,0.2,GRAMA,445
446,444.9,100,61.4,0.0,9.9,68.8,1.1,2.6,19.9,0.8,0.2,194.4,1.6,17.7,149.0,,,0.9,,0.2,GRAMA,446
447,404.8,100,62.2,0.0,8.3,75.7,0.7,1.6,12.5,0.5,0.1,119.7,1.0,11.0,107.3,,,0.2,,0.1,GRAMA,447
448,404.8,100,62.2,0.0,8.3,75.7,0.7,1.6,12.5,0.5,0.1,119.7,1.0,11.0,107.3,,,0.2,,0.1,GRAMA,448
449,451.6,100,39.2,0.0,30.1,55.3,0.6,3.7,23.9,11.8,6.8,291.3,11.2,4.1,221.8,1.0,32.0,0.3,,2.9,GRAMA,449
450,474.0,100,55.5,0.0,50.0,69.2,4.5,2.4,17.9,8.4,5.4,236.8,9.1,2.4,21.0,,,5.9,,2.4,GRAMA,450
451,472.2,100,15.1,0.0,32.9,64.0,1.7,3.9,21.5,10.7,6.8,290.5,10.3,3.0,3.1,,,,,3.0,GRAMA,451
452,460.3,100,47.3,0.0,133.6,56.3,2.0,6.1,24.6,15.4,6.0,370.2,11.0,1.9,7.1,0.0,0.0,0.1,,13.1,GRAMA,452
453,472.2,100,15.1,0.0,32.9,64.0,1.7,3.9,21.5,10.7,6.8,290.5,10.3,3.0,3.1,,,,,3.0,GRAMA,453
454,474.0,100,55.5,0.0,50.0,69.2,4.5,2.4,17.9,8.4,5.4,236.8,9.1,2.4,21.0,,,5.9,,2.4,GRAMA,454
455,567.0,100,4.0,0.0,92.0,16.1,4.6,8.5,49.2,24.4,15.6,705.0,25.8,6.8,18.0,,,,,8.3,GRAMA,455
456,519.0,100,40.9,0.0,104.0,49.7,1.3,4.7,33.5,12.9,4.3,502.0,13.1,14.6,41.0,0.0,41.5,,,2.4,GRAMA,456
457,567.0,100,4.0,0.0,92.0,16.1,4.6,8.5,49.2,24.4,15.6,705.0,25.8,6.8,18.0,,,,,8.3,GRAMA,457
458,318.0,100,2.0,0.0,55.0,21.3,1.0,8.8,22.0,10.9,7.0,180.0,13.5,3.1,751.0,,,,,4.1,GRAMA,458
459,334.5,100,52.6,0.0,266.2,54.9,0.3,0.2,10.1,3.2,0.9,373.6,7.5,5.5,128.6,0.6,89.4,2.5,0.1,0.2,GRAMA,459
460,339.3,100,5.0,0.0,45.5,18.6,1.2,0.5,26.9,7.7,1.3,92.2,6.3,15.9,50.6,0.9,254.7,0.2,1.0,1.0,GRAMA,460
461,440.3,100,31.5,0.0,32.5,43.2,0.7,0.4,29.0,9.9,3.2,56.9,2.4,14.4,199.1,2.0,133.6,0.2,0.5,0.6,GRAMA,461
462,404.8,100,62.2,0.0,8.3,75.7,0.7,1.6,12.5,0.5,0.1,119.7,1.0,11.0,107.3,,,0.2,,0.1,GRAMA,462
463,131.2,100,15.9,0.0,89.2,15.4,0.3,,5.1,1.7,0.5,131.2,5.6,2.1,60.6,0.1,65.2,,1.0,0.3,GRAMA,463
464,285.0,100,38.6,0.0,201.3,40.1,0.6,0.3,10.7,2.7,0.6,289.9,8.2,6.6,129.5,0.2,86.9,1.6,0.9,0.4,GRAMA,464
465,131.2,100,15.9,0.0,89.2,15.4,0.3,,5.1,1.7,0.5,131.2,5.6,2.1,60.6,0.1,65.2,,1.0,0.3,GRAMA,465
466,131.2,100,15.9,0.0,89.2,15.4,0.3,,5.1,1.7,0.5,131.2,5.6,2.1,60.6,0.1,65.2,,1.0,0.3,GRAMA,466
467,319.7,100,52.5,0.0,282.9,54.2,0.2,,8.7,2.4,0.3,369.5,7.9,5.5,126.5,0.3,73.9,2.6,0.1,0.2,GRAMA,467
468,306.4,100,17.1,0.0,66.1,21.6,0.9,0.4,22.2,7.0,1.2,121.4,4.9,12.9,151.9,0.9,234.5,0.2,0.7,0.5,GRAMA,468
469,144.2,100,23.3,0.0,83.7,23.9,0.3,0.3,3.8,1.2,0.4,114.6,4.1,1.7,46.1,0.1,45.4,0.3,0.8,0.2,GRAMA,469
470,131.2,100,15.9,0.0,89.2,15.4,0.3,,5.1,1.7,0.5,131.2,5.6,2.1,60.6,0.1,65.2,,1.0,0.3,GRAMA,470
471,131.2,100,15.9,0.0,89.2,15.4,0.3,,5.1,1.7,0.5,131.2,5.6,2.1,60.6,0.1,65.2,,1.0,0.3,GRAMA,471
472,319.7,100,52.5,0.0,282.9,54.2,0.2,,8.7,2.4,0.3,369.5,7.9,5.5,126.5,0.3,73.9,2.6,0.1,0.2,GRAMA,472
473,123.3,100,8.9,0.0,2.5,21.3,0.5,2.2,4.5,0.3,0.3,190.4,2.4,3.6,62.2,,8.1,2.9,,0.1,GRAMA,473
474,336.0,100,,0.0,4.0,82.0,0.2,,0.0,,,,2.0,,1.5,,,,,,GRAMA,474
475,336.0,100,,0.0,4.0,82.0,0.2,,0.0,,,,2.0,,1.5,,,,,,GRAMA,475
476,278.0,100,48.9,0.0,20.0,68.9,0.5,1.1,0.1,0.0,,77.0,0.4,0.0,32.0,,,8.8,,0.1,GRAMA,476
477,387.0,100,99.9,0.0,1.0,100.0,0.0,,0.0,,,2.0,0.0,,,,,,,,GRAMA,477
478,79.0,100,13.7,0.0,,19.2,0.5,,0.2,0.1,0.0,15.0,0.0,0.0,7.0,,,0.7,,,GRAMA,478
479,122.7,100,26.1,0.0,3.8,32.5,0.1,0.5,0.1,0.0,0.0,14.9,0.1,0.0,8.6,,0.5,1.8,,0.1,GRAMA,479
480,401.7,100,24.8,0.0,12.7,45.9,1.2,0.8,23.4,6.0,1.0,36.0,3.0,14.7,149.0,0.9,195.3,,0.4,0.7,GRAMA,480
481,171.0,100,,0.0,4.0,30.7,0.4,2.4,4.8,0.7,1.4,125.0,2.6,0.5,132.0,0.1,,,,,GRAMA,481
482,387.0,100,99.9,0.0,1.0,100.0,0.0,,0.0,,,2.0,0.0,,,,,,,,GRAMA,482
483,350.0,100,48.4,0.0,49.0,62.9,1.3,2.8,8.9,3.9,0.3,284.0,4.6,4.0,346.0,,1.0,0.2,,2.6,GRAMA,483
484,535.0,100,54.8,0.0,189.0,59.4,2.4,3.4,29.7,15.9,1.3,372.0,7.7,20.8,79.0,0.1,56.7,,,0.5,GRAMA,484
485,535.0,100,54.8,0.0,189.0,59.4,2.4,3.4,29.7,15.9,1.3,372.0,7.7,20.8,79.0,0.1,56.7,,,0.5,GRAMA,485
486,460.3,100,47.3,0.0,133.6,56.3,2.0,6.1,24.6,15.4,6.0,370.2,11.0,1.9,7.1,0.0,0.0,0.1,,13.1,GRAMA,486
487,108.5,100,10.8,0.0,82.0,18.8,0.4,0.1,2.3,0.6,0.2,110.0,3.0,1.3,50.8,0.1,19.7,,0.7,0.1,GRAMA,487
488,402.0,100,,0.0,7.0,9.8,1.7,5.0,41.7,,,370.0,3.8,,11.0,,,1.6,,,GRAMA,488
489,335.5,100,59.3,0.0,536.6,69.9,22.9,7.4,1.9,0.4,0.4,928.8,19.2,0.8,395.3,0.0,803.2,64.3,3.6,24.1,GRAMA,489
490,335.5,100,59.3,0.0,536.6,69.9,22.9,7.4,1.9,0.4,0.4,928.8,19.2,0.8,395.3,0.0,803.2,64.3,3.6,24.1,GRAMA,490
491,387.0,100,99.9,0.0,1.0,100.0,0.0,,0.0,,,2.0,0.0,,,,,,,,GRAMA,491
492,400.0,100,,0.0,,100.0,,,0.0,,,,0.0,,,,,,,,GRAMA,492
493,352.9,100,37.4,0.0,540.5,69.4,4.9,2.3,8.6,1.7,5.3,80.6,3.2,0.9,284.2,0.0,607.5,0.1,,3.2,GRAMA,493
494,352.9,100,37.4,0.0,540.5,69.4,4.9,2.3,8.6,1.7,5.3,80.6,3.2,0.9,284.2,0.0,607.5,0.1,,3.2,GRAMA,494
495,352.9,100,37.4,0.0,540.5,69.4,4.9,2.3,8.6,1.7,5.3,80.6,3.2,0.9,284.2,0.0,607.5,0.1,,3.2,GRAMA,495
496,131.2,100,15.9,0.0,89.2,15.4,0.3,,5.1,1.7,0.5,131.2,5.6,2.1,60.6,0.1,65.2,,1.0,0.3,GRAMA,496
497,293.0,100,,0.0,101.0,31.3,0.5,0.5,16.6,9.0,2.9,159.0,4.7,3.4,85.0,0.1,,,,,GRAMA,497
498,161.1,100,17.8,0.0,103.0,23.5,0.4,0.8,6.4,1.7,0.3,181.5,3.1,4.0,64.5,0.2,77.1,0.4,0.8,0.2,GRAMA,498
499,52.6,100,3.0,0.0,11.1,12.7,0.2,1.4,0.2,0.0,0.1,85.4,0.5,0.0,1.2,,0.3,32.3,,0.1,GRAMA,499
500,52.6,100,3.0,0.0,11.1,12.7,0.2,1.4,0.2,0.0,0.1,85.4,0.5,0.0,1.2,,0.3,32.3,,0.1,GRAMA,500
501,131.2,100,15.9,0.0,89.2,15.4,0.3,,5.1,1.7,0.5,131.2,5.6,2.1,60.6,0.1,65.2,,1.0,0.3,GRAMA,501
502,358.3,100,85.5,0.0,4.9,85.9,0.1,0.0,0.1,,,164.8,6.2,,94.7,,,,,,GRAMA,502
503,52.6,100,3.0,0.0,11.1,12.7,0.2,1.4,0.2,0.0,0.1,85.4,0.5,0.0,1.2,,0.3,32.3,,0.1,GRAMA,503
504,189.0,100,22.1,0.0,149.3,26.1,0.3,0.6,7.7,2.1,0.3,192.3,4.4,4.7,75.0,0.2,105.7,1.0,0.6,0.2,GRAMA,504
505,190.0,100,5.9,0.0,128.0,15.9,0.1,4.8,12.7,3.2,0.4,199.0,3.2,6.8,48.0,0.5,117.6,0.6,0.4,0.3,GRAMA,505
506,235.0,100,,0.0,,95.0,,,0.0,,,,0.0,,,,,,,,GRAMA,506
507,240.0,100,,0.0,,100.0,,,0.0,,,,0.0,,,,,,,,GRAMA,507
508,235.0,100,,0.0,,95.0,,,0.0,,,,0.0,,,,,,,,GRAMA,508
509,539.8,100,31.3,0.0,246.5,40.4,3.2,4.3,41.6,15.7,2.8,495.7,10.6,21.2,165.8,0.0,0.7,0.9,,4.5,GRAMA,509
510,539.8,100,31.3,0.0,246.5,40.4,3.2,4.3,41.6,15.7,2.8,495.7,10.6,21.2,165.8,0.0,0.7,0.9,,4.5,GRAMA,510
511,337.7,100,46.2,0.0,664.3,55.3,2.2,4.4,2.4,0.8,0.1,1255.0,29.4,1.4,1236.8,0.0,4.7,2.2,,0.0,GRAMA,511
512,337.7,100,46.2,0.0,664.2,55.3,2.2,4.4,2.4,0.8,0.1,1254.9,29.4,1.4,978.4,0.0,4.7,2.2,,0.0,GRAMA,512
513,73.3,100,6.2,0.0,147.7,7.1,0.2,0.4,3.5,0.9,0.2,188.5,3.5,2.0,71.8,0.1,27.3,2.4,1.0,0.1,GRAMA,513
514,373.0,100,84.4,0.0,3.0,93.2,0.0,,0.0,,,4.0,0.0,,11.0,,,,,,GRAMA,514
515,373.0,100,84.4,0.0,3.0,93.2,0.0,,0.0,,,4.0,0.0,,11.0,,,,,,GRAMA,515
516,373.0,100,84.4,0.0,3.0,93.2,0.0,,0.0,,,4.0,0.0,,11.0,,,,,,GRAMA,516
517,179.0,100,45.6,0.0,9.2,46.1,0.2,0.3,0.1,0.0,0.0,86.8,0.4,0.0,2.0,,0.3,0.1,,,GRAMA,517
518,179.0,100,45.6,0.0,9.2,46.1,0.2,0.3,0.1,0.0,0.0,86.8,0.4,0.0,2.0,,0.3,0.1,,,GRAMA,518
519,179.0,100,45.6,0.0,9.2,46.1,0.2,0.3,0.1,0.0,0.0,86.8,0.4,0.0,2.0,,0.3,0.1,,,GRAMA,519
520,179.0,100,45.6,0.0,9.2,46.1,0.2,0.3,0.1,0.0,0.0,86.8,0.4,0.0,2.0,,0.3,0.1,,,GRAMA,520
