id_tabela_nutricional,kcal,porcao_padrao,qtde_acucar,qtde_alcool,qtde_calcio,qtde_carboidrato,qtde_ferro,qtde_fibra,qtde_gordura,qtde_monosaturada,qtde_polisaturada,qtde_potassio,qtde_proteina,qtde_saturada,qtde_sodio,qtde_trans,qtde_vitamina_a,qtde_vitamina_c,qtde_vitamina_d,qtde_vitamina_e,unidade_medida,id_alimento
163,578.0,100,4.8,0.0,248.0,19.7,4.3,11.8,50.6,32.2,12.2,728.0,21.3,3.9,1.0,,0.2,,,25.9,GRAMA,163
164,628.0,100,4.8,0.0,114.0,16.7,4.7,9.7,60.8,45.6,7.9,680.0,14.9,4.5,,,1.0,6.3,,15.0,GRAMA,164
165,656.0,100,2.3,0.0,160.0,12.3,2.4,7.5,66.4,24.6,20.6,659.0,14.3,15.1,3.0,,,0.7,,5.7,GRAMA,165
166,574.0,100,6.2,0.0,45.0,32.7,6.0,3.0,46.4,27.3,7.8,565.0,15.3,9.2,16.0,,,,,0.9,GRAMA,166
167,105.0,100,,0.0,20.0,22.8,2.2,7.4,2.0,,,,1.9,,,,,33.0,,,GRAMA,167
168,474.0,100,,0.0,,6.8,,19.2,47.2,,,,5.5,,,,,,,,GRAMA,168
169,404.3,100,,0.0,66.5,13.9,0.8,13.4,40.7,25.3,6.5,305.8,2.1,7.1,0.7,,510.0,13.4,,,GRAMA,169
170,654.0,100,2.6,0.0,98.0,13.7,2.9,6.7,65.2,8.9,47.2,441.0,15.2,6.1,2.0,,1.0,1.3,,0.7,GRAMA,170
171,262.0,100,,0.0,118.0,57.4,1.1,5.9,2.0,,,,3.6,,,,,9.0,,,GRAMA,171
172,262.0,100,,0.0,118.0,57.4,1.1,5.9,2.0,,,,3.6,,,,,9.0,,,GRAMA,172
173,262.0,100,,0.0,118.0,57.4,1.1,5.9,2.0,,,,3.6,,,,,9.0,,,GRAMA,173
174,262.0,100,,0.0,118.0,57.4,1.1,5.9,2.0,,,,3.6,,,,,9.0,,,GRAMA,174
175,28.0,100,,0.0,58.0,4.6,3.1,2.4,0.6,0.1,0.2,177.0,2.5,0.1,426.0,,,7.9,,0.5,GRAMA,175
176,212.0,100,,0.0,,6.6,,,19.8,,,,3.1,,,,,,,,GRAMA,176
177,212.0,100,,0.0,,6.6,,,19.8,,,,3.1,,,,,,,,GRAMA,177
178,656.0,100,2.3,0.0,160.0,12.3,2.4,7.5,66.4,24.6,20.6,659.0,14.3,15.1,3.0,,,0.7,,5.7,GRAMA,178
179,557.0,100,7.6,0.0,107.0,28.0,4.2,10.3,44.4,23.3,13.5,1025.0,20.6,5.4,1.0,,27.7,5.0,,2.3,GRAMA,179
180,145.0,100,,0.0,156.0,10.2,5.0,9.6,8.1,,,,1.8,,,,,26.0,,,GRAMA,180
181,354.0,100,3.5,0.0,14.0,15.2,2.4,9.0,33.5,1.4,0.4,356.0,3.3,29.7,20.0,,,3.3,,,GRAMA,181
182,105.0,100,,0.0,20.0,22.8,2.2,7.4,2.0,,,,1.9,,,,,33.0,,,GRAMA,182
183,15.0,100,0.8,0.0,36.0,2.8,0.9,1.3,0.1,0.0,0.1,194.0,1.4,0.0,28.0,,370.2,18.0,,0.3,GRAMA,183
184,45.3,100,0.9,0.0,136.0,3.8,3.6,2.4,2.8,0.6,1.6,466.0,3.0,0.4,70.0,,524.0,9.8,,2.3,GRAMA,184
185,17.0,100,0.9,0.0,52.0,3.4,0.8,3.1,0.2,0.8,2.2,314.0,1.2,0.6,22.0,0.0,108.3,6.5,,0.4,GRAMA,185
186,58.9,100,0.9,0.0,52.0,5.6,0.8,2.0,3.9,0.8,2.2,314.0,1.9,0.6,22.0,0.0,108.3,6.5,,0.4,GRAMA,186
187,58.9,100,0.9,0.0,52.0,5.6,0.8,2.0,3.9,0.8,2.2,314.0,1.9,0.6,22.0,0.0,108.3,6.5,,0.4,GRAMA,187
188,52.9,100,0.7,0.0,64.0,4.3,1.0,4.0,3.8,0.8,2.1,364.0,1.6,0.6,29.0,,80.0,5.0,,1.0,GRAMA,188
189,30.0,100,1.4,0.0,145.0,5.7,0.2,3.6,0.4,0.0,0.2,169.0,2.5,0.1,20.0,,333.4,35.3,,2.3,GRAMA,189
190,26.0,100,1.4,0.0,145.0,4.9,0.2,2.8,0.4,0.0,0.2,169.0,2.1,0.1,20.0,,333.4,35.3,,2.3,GRAMA,190
191,47.1,100,1.4,0.0,145.0,4.9,0.2,2.8,2.8,0.0,0.2,169.0,2.1,0.1,20.0,,333.4,35.3,,2.3,GRAMA,191
192,47.1,100,1.4,0.0,145.0,4.9,0.2,2.8,2.8,0.0,0.2,169.0,2.1,0.1,20.0,,333.4,35.3,,2.3,GRAMA,192
193,23.0,100,1.8,0.0,16.0,4.1,0.3,2.3,0.5,0.0,0.2,142.0,1.8,0.1,15.0,,0.6,44.3,,0.1,GRAMA,193
194,23.0,100,1.8,0.0,16.0,4.1,0.3,2.3,0.5,0.0,0.2,142.0,1.8,0.1,15.0,,0.6,44.3,,0.1,GRAMA,194
195,55.4,100,1.8,0.0,16.0,4.1,0.3,2.3,4.1,0.0,0.2,142.0,1.8,0.1,15.0,,0.6,44.3,,0.1,GRAMA,195
196,55.4,100,1.8,0.0,16.0,4.1,0.3,2.3,4.1,0.0,0.2,142.0,1.8,0.1,15.0,,0.6,44.3,,0.1,GRAMA,196
197,23.0,100,0.9,0.0,136.0,3.8,3.6,2.4,0.3,0.0,0.1,466.0,3.0,0.0,70.0,,524.0,9.8,,2.1,GRAMA,197
198,23.0,100,0.9,0.0,136.0,3.8,3.6,2.4,0.3,0.0,0.1,466.0,3.0,0.0,70.0,,524.0,9.8,,2.1,GRAMA,198
199,45.3,100,0.9,0.0,136.0,3.8,3.6,2.4,2.8,0.0,0.1,466.0,3.0,0.0,70.0,,524.0,9.8,,2.1,GRAMA,199
200,26.0,100,0.5,0.0,103.0,4.9,1.5,3.3,0.2,0.1,0.1,354.0,2.7,0.0,25.0,,525.0,70.0,,2.0,GRAMA,200
201,15.0,100,0.5,0.0,103.0,2.1,1.5,2.0,0.2,0.1,0.1,354.0,2.3,0.0,25.0,,525.0,70.0,,2.0,GRAMA,201
202,43.7,100,0.5,0.0,103.0,2.1,1.5,2.0,3.5,0.1,0.1,354.0,2.3,0.0,25.0,,525.0,70.0,,2.0,GRAMA,202
203,25.0,100,2.8,0.0,40.0,5.8,0.5,2.2,0.1,0.0,0.0,170.0,1.3,,18.0,,4.9,36.6,,0.1,GRAMA,203
204,23.0,100,2.8,0.0,40.0,5.5,0.5,1.9,0.1,0.0,0.0,170.0,1.3,,18.0,,4.9,36.6,,0.1,GRAMA,204
205,49.8,100,2.8,0.0,40.0,5.5,0.5,1.9,3.1,0.0,0.0,170.0,1.3,,18.0,,4.9,36.6,,0.1,GRAMA,205
206,49.8,100,2.8,0.0,40.0,5.5,0.5,1.9,3.1,0.0,0.0,170.0,1.3,,18.0,,4.9,36.6,,0.1,GRAMA,206
207,25.0,100,2.1,0.0,61.0,5.7,1.9,3.5,0.1,0.0,0.0,260.0,1.8,0.0,4.0,,200.0,45.6,,0.2,GRAMA,207
208,25.0,100,1.6,0.0,160.0,3.6,1.5,1.6,0.7,0.1,0.3,369.0,2.6,0.1,27.0,,118.7,15.0,,0.4,GRAMA,208
209,11.0,100,1.6,0.0,160.0,1.3,1.5,0.5,0.1,0.1,0.3,369.0,2.3,0.1,27.0,,118.7,15.0,,0.4,GRAMA,209
210,34.0,100,1.4,0.0,141.0,5.4,1.9,4.5,0.9,0.6,1.6,290.0,2.9,0.4,1.0,,580.0,17.9,,,GRAMA,210
211,26.0,100,1.4,0.0,141.0,4.9,1.9,2.8,0.4,0.6,1.6,290.0,2.1,0.4,1.0,,580.0,17.9,,,GRAMA,211
212,47.1,100,1.4,0.0,141.0,4.9,1.9,2.8,2.8,0.6,1.6,290.0,2.1,0.4,1.0,,580.0,17.9,,,GRAMA,212
213,19.0,100,0.6,0.0,51.0,3.7,1.8,1.6,0.2,0.0,0.1,379.0,1.8,0.0,213.0,,305.8,30.0,,1.9,GRAMA,213
214,14.0,100,0.6,0.0,51.0,2.4,1.8,1.7,0.2,0.0,0.1,379.0,1.5,0.0,213.0,,305.8,30.0,,1.9,GRAMA,214
215,47.7,100,0.6,0.0,51.0,2.4,1.8,1.7,4.0,0.0,0.1,379.0,1.5,0.0,213.0,,305.8,30.0,,1.9,GRAMA,215
216,14.0,100,0.7,0.0,32.0,2.4,0.3,1.7,0.2,0.0,0.1,225.0,1.5,0.0,9.0,,13.5,15.8,,0.1,GRAMA,216
217,17.0,100,0.7,0.0,52.0,3.4,0.8,3.1,0.2,,0.1,314.0,1.2,0.1,22.0,,108.3,6.5,,0.4,GRAMA,217
218,22.0,100,0.7,0.0,52.0,4.3,0.8,4.0,0.3,,0.1,314.0,1.6,0.1,22.0,,108.3,6.5,,0.4,GRAMA,218
219,52.9,100,0.7,0.0,52.0,4.3,0.8,4.0,3.8,,0.1,314.0,1.6,0.1,22.0,,108.3,6.5,,0.4,GRAMA,219
220,17.0,100,0.7,0.0,52.0,3.4,0.8,3.1,0.2,,0.1,314.0,1.2,0.1,22.0,,108.3,6.5,,0.4,GRAMA,220
221,52.9,100,0.7,0.0,52.0,4.3,0.8,4.0,3.8,,0.1,314.0,1.6,0.1,22.0,,108.3,6.5,,0.4,GRAMA,221
222,34.0,100,1.3,0.0,47.0,6.6,0.7,2.6,0.4,0.0,0.2,316.0,2.8,0.1,33.0,,31.2,89.2,,1.4,GRAMA,222
223,35.0,100,1.3,0.0,47.0,7.2,0.7,3.3,0.4,0.0,0.2,316.0,2.4,0.1,33.0,,31.2,89.2,,1.4,GRAMA,223
224,60.7,100,1.3,0.0,47.0,7.2,0.7,3.3,3.3,0.0,0.2,316.0,2.4,0.1,33.0,,31.2,89.2,,1.4,GRAMA,224
225,23.0,100,0.9,0.0,136.0,3.8,3.6,2.4,0.3,0.6,1.6,466.0,3.0,0.4,70.0,,524.0,9.8,,2.1,GRAMA,225
226,23.0,100,0.9,0.0,136.0,3.8,3.6,2.4,0.3,0.6,1.6,466.0,3.0,0.4,70.0,,524.0,9.8,,2.1,GRAMA,226
227,45.3,100,0.9,0.0,136.0,3.8,3.6,2.4,2.8,0.6,1.6,466.0,3.0,0.4,70.0,,524.0,9.8,,2.1,GRAMA,227
228,26.0,100,1.4,0.0,140.0,4.9,1.2,2.8,0.4,0.0,0.2,116.0,2.1,0.1,16.0,,405.8,18.2,,0.9,GRAMA,228
229,26.0,100,1.4,0.0,140.0,4.9,1.2,2.8,0.4,0.0,0.2,116.0,2.1,0.1,16.0,,405.8,18.2,,0.9,GRAMA,229
230,26.0,100,1.4,0.0,140.0,4.9,1.2,2.8,0.4,0.0,0.2,116.0,2.1,0.1,16.0,,405.8,18.2,,0.9,GRAMA,230
231,26.0,100,1.4,0.0,140.0,4.9,1.2,2.8,0.4,0.0,0.2,116.0,2.1,0.1,16.0,,405.8,18.2,,0.9,GRAMA,231
232,25.0,100,1.6,0.0,160.0,3.6,1.5,1.6,0.7,0.1,0.3,369.0,2.6,0.1,27.0,,118.7,15.0,,0.4,GRAMA,232
233,32.0,100,,0.0,162.0,7.2,4.0,1.3,0.3,,,,1.9,,,,,20.0,,,GRAMA,233
234,30.0,100,1.6,0.0,145.0,5.7,0.2,3.6,0.4,0.0,0.2,169.0,2.5,0.1,20.0,,333.4,35.3,,2.3,GRAMA,234
235,53.0,100,1.0,0.0,21.0,11.9,0.6,8.6,0.3,0.0,0.1,286.0,2.9,0.1,60.0,,0.7,7.4,,0.2,GRAMA,235
236,26.0,100,1.4,0.0,140.0,4.9,1.2,2.8,0.4,0.0,0.2,116.0,2.1,0.1,16.0,,405.8,18.2,,0.9,GRAMA,236
237,18.0,100,2.4,0.0,42.0,4.0,0.4,1.6,0.2,0.0,0.1,284.0,0.8,0.0,91.0,,26.1,6.1,,0.3,GRAMA,237
238,31.0,100,1.7,0.0,49.0,7.3,0.7,3.1,0.2,,,414.0,1.2,,52.0,,6.7,12.0,,0.0,GRAMA,238
239,30.0,100,1.6,0.0,145.0,5.7,0.2,3.6,0.4,0.0,0.2,169.0,2.5,0.1,20.0,,333.4,35.3,,2.3,GRAMA,239
240,26.0,100,1.4,0.0,140.0,4.9,1.2,2.8,0.4,0.0,0.2,116.0,2.1,0.1,16.0,,405.8,18.2,,0.9,GRAMA,240
241,30.0,100,1.4,0.0,13.0,5.9,0.9,1.8,0.2,0.8,2.1,149.0,3.0,0.6,6.0,0.0,1.0,13.2,,0.1,GRAMA,241
242,53.4,100,1.4,0.0,13.0,4.2,0.9,0.8,3.8,0.8,2.1,149.0,2.0,0.6,6.0,0.0,1.0,13.2,,0.1,GRAMA,242
243,20.0,100,3.3,0.0,15.0,4.9,0.6,1.1,0.1,0.0,,230.0,0.7,0.0,1.0,,249.6,4.7,,0.8,GRAMA,243
244,36.4,100,3.3,0.0,15.0,4.9,0.6,1.1,1.9,0.0,,230.0,0.7,0.0,1.0,,249.6,4.7,,0.8,GRAMA,244
245,16.0,100,1.7,0.0,15.0,3.4,0.3,1.1,0.2,0.6,1.6,262.0,1.2,0.4,2.0,,10.0,17.0,,0.1,GRAMA,245
246,20.0,100,1.7,0.0,15.0,4.3,0.3,1.4,0.3,0.6,1.6,262.0,0.9,0.4,2.0,,10.0,17.0,,0.1,GRAMA,246
247,20.0,100,1.7,0.0,15.0,4.3,0.3,1.4,0.3,0.6,1.6,262.0,0.9,0.4,2.0,,10.0,17.0,,0.1,GRAMA,247
248,20.0,100,1.7,0.0,15.0,4.3,0.3,1.4,0.3,0.6,1.6,262.0,0.9,0.4,2.0,,10.0,17.0,,0.1,GRAMA,248
249,42.3,100,1.7,0.0,15.0,4.3,0.3,1.4,2.8,0.6,1.6,262.0,0.9,0.4,2.0,,10.0,17.0,,0.1,GRAMA,249
250,42.3,100,1.7,0.0,15.0,4.3,0.3,1.4,2.8,0.6,1.6,262.0,0.9,0.4,2.0,,10.0,17.0,,0.1,GRAMA,250
251,20.0,100,3.3,0.0,15.0,4.9,0.6,1.1,0.1,0.0,,230.0,0.7,0.0,1.0,,249.6,4.7,,0.8,GRAMA,251
252,20.0,100,3.3,0.0,15.0,4.9,0.6,1.1,0.1,0.0,,230.0,0.7,0.0,1.0,,249.6,4.7,,0.8,GRAMA,252
253,20.0,100,3.3,0.0,15.0,4.9,0.6,1.1,0.1,0.0,,230.0,0.7,0.0,1.0,,249.6,4.7,,0.8,GRAMA,253
254,20.0,100,3.3,0.0,15.0,4.9,0.6,1.1,0.1,0.0,,230.0,0.7,0.0,1.0,,249.6,4.7,,0.8,GRAMA,254
255,20.0,100,3.3,0.0,15.0,4.9,0.6,1.1,0.1,0.0,,230.0,0.7,0.0,1.0,,249.6,4.7,,0.8,GRAMA,255
256,36.4,100,3.3,0.0,15.0,4.9,0.6,1.1,1.9,0.0,,230.0,0.7,0.0,1.0,,249.6,4.7,,0.8,GRAMA,256
257,36.4,100,3.3,0.0,15.0,4.9,0.6,1.1,1.9,0.0,,230.0,0.7,0.0,1.0,,249.6,4.7,,0.8,GRAMA,257
258,15.0,100,1.7,0.0,16.0,3.6,0.3,1.1,0.1,0.0,0.0,147.0,0.7,0.0,2.0,,5.3,2.8,,0.0,GRAMA,258
259,24.0,100,3.3,0.0,13.0,5.1,0.2,2.8,0.5,0.0,0.0,173.0,0.6,0.0,1.0,0.0,,8.0,,0.1,GRAMA,259
260,24.0,100,3.3,0.0,13.0,5.1,0.2,2.8,0.5,0.0,0.0,173.0,0.6,0.0,1.0,0.0,,8.0,,0.1,GRAMA,260
261,24.0,100,3.3,0.0,13.0,5.2,0.2,2.5,0.4,0.0,0.0,173.0,0.8,0.0,1.0,0.0,,8.0,,0.1,GRAMA,261
262,49.1,100,3.3,0.0,13.0,5.1,0.2,2.8,3.3,0.0,0.0,173.0,0.6,0.0,1.0,0.0,,8.0,,0.1,GRAMA,262
263,22.0,100,2.3,0.0,77.0,4.5,0.3,2.5,0.2,0.0,0.1,135.0,1.9,0.1,6.0,,14.2,16.3,,0.3,GRAMA,263
264,22.0,100,2.3,0.0,77.0,4.5,0.3,2.5,0.2,0.0,0.1,135.0,1.9,0.1,6.0,,14.2,16.3,,0.3,GRAMA,264
265,22.0,100,2.3,0.0,77.0,4.5,0.3,2.5,0.2,0.0,0.1,135.0,1.9,0.1,6.0,,14.2,16.3,,0.3,GRAMA,265
266,47.1,100,2.3,0.0,77.0,4.5,0.3,2.5,3.0,0.0,0.1,135.0,1.9,0.1,6.0,,14.2,16.3,,0.3,GRAMA,266
267,47.1,100,2.3,0.0,77.0,4.5,0.3,2.5,3.0,0.0,0.1,135.0,1.9,0.1,6.0,,14.2,16.3,,0.3,GRAMA,267
268,14.0,100,1.2,0.0,21.0,2.7,0.4,2.2,0.1,0.6,1.6,328.0,1.4,0.4,11.0,,3.0,9.6,,,GRAMA,268
269,14.0,100,1.2,0.0,21.0,3.0,0.4,1.0,0.2,0.6,1.6,328.0,0.4,0.4,11.0,,3.0,9.6,,,GRAMA,269
270,36.9,100,1.2,0.0,21.0,3.0,0.4,1.0,2.8,0.6,1.6,328.0,0.4,0.4,11.0,,3.0,9.6,,,GRAMA,270
271,14.0,100,1.2,0.0,18.0,3.0,0.4,1.0,0.2,0.0,0.1,5.0,0.4,0.0,107.0,,,10.5,,0.4,GRAMA,271
272,28.0,100,,0.0,58.0,4.6,3.1,2.4,0.6,0.1,0.2,177.0,2.5,0.1,426.0,,,7.9,,0.5,GRAMA,272
273,28.0,100,,0.0,58.0,4.6,3.1,2.4,0.6,0.1,0.2,177.0,2.5,0.1,426.0,,,7.9,,0.5,GRAMA,273
274,28.0,100,,0.0,58.0,4.6,3.1,2.4,0.6,0.1,0.2,177.0,2.5,0.1,426.0,,,7.9,,0.5,GRAMA,274
275,28.0,100,,0.0,58.0,4.6,3.1,2.4,0.6,0.1,0.2,177.0,2.5,0.1,426.0,,,7.9,,0.5,GRAMA,275
276,28.0,100,,0.0,58.0,4.6,3.1,2.4,0.6,0.1,0.2,177.0,2.5,0.1,426.0,,,7.9,,0.5,GRAMA,276
277,28.0,100,,0.0,58.0,4.6,3.1,2.4,0.6,0.1,0.2,177.0,2.5,0.1,426.0,,,7.9,,0.5,GRAMA,277
278,28.0,100,,0.0,58.0,4.6,3.1,2.4,0.6,0.1,0.2,177.0,2.5,0.1,426.0,,,7.9,,0.5,GRAMA,278
279,20.0,100,2.4,0.0,10.0,4.6,0.3,1.7,0.2,0.0,0.1,175.0,0.9,0.1,3.0,,18.5,80.4,,0.1,GRAMA,279
280,22.0,100,2.3,0.0,77.0,4.5,0.3,2.5,0.2,0.0,0.1,135.0,1.9,0.1,6.0,,14.2,16.3,,0.3,GRAMA,280
281,22.0,100,2.3,0.0,77.0,4.5,0.3,2.5,0.2,0.0,0.1,135.0,1.9,0.1,6.0,,14.2,16.3,,0.3,GRAMA,281
282,47.1,100,2.3,0.0,77.0,4.5,0.3,2.5,3.0,0.0,0.1,135.0,1.9,0.1,6.0,,14.2,16.3,,0.3,GRAMA,282
283,47.1,100,2.3,0.0,77.0,4.5,0.3,2.5,3.0,0.0,0.1,135.0,1.9,0.1,6.0,,14.2,16.3,,0.3,GRAMA,283
284,18.0,100,2.6,0.0,10.0,3.9,0.3,1.2,0.2,0.0,0.1,237.0,0.9,0.0,5.0,,41.6,12.7,,0.5,GRAMA,284
285,35.0,100,2.3,0.0,44.0,7.9,0.7,3.2,0.3,0.0,0.1,146.0,1.9,0.1,1.0,,35.0,9.7,,0.5,GRAMA,285
286,35.0,100,2.3,0.0,44.0,7.9,0.7,3.2,0.3,0.0,0.1,146.0,1.9,0.1,1.0,,35.0,9.7,,0.5,GRAMA,286
287,67.1,100,2.3,0.0,44.0,7.9,0.7,3.2,3.9,0.0,0.1,146.0,1.9,0.1,1.0,,35.0,9.7,,0.5,GRAMA,287
288,28.0,100,0.3,0.0,6.0,5.3,1.7,2.2,0.5,0.0,0.2,356.0,2.2,0.1,2.0,,,4.0,0.5,0.0,GRAMA,288
289,32.9,100,3.9,0.0,5.6,8.2,0.2,2.4,0.2,0.0,0.1,115.6,0.8,0.0,0.9,,1.7,1.2,,0.4,GRAMA,289
290,35.0,100,3.9,0.0,5.6,8.7,0.2,2.5,0.2,0.0,0.1,115.6,0.8,0.0,0.9,,1.7,1.2,,0.4,GRAMA,290
291,35.0,100,3.9,0.0,5.6,8.7,0.2,2.5,0.2,0.0,0.1,115.6,0.8,0.0,0.9,,1.7,1.2,,0.4,GRAMA,291
292,75.5,100,3.9,0.0,5.6,8.7,0.2,2.5,4.8,0.0,0.1,115.6,0.8,0.0,0.9,,1.7,1.2,,0.4,GRAMA,292
293,75.5,100,3.9,0.0,5.6,8.7,0.2,2.5,4.8,0.0,0.1,115.6,0.8,0.0,0.9,,1.7,1.2,,0.4,GRAMA,293
294,67.1,100,3.4,0.0,42.1,7.0,2.0,2.8,3.1,0.7,1.7,240.1,3.3,0.5,239.8,0.0,51.5,47.9,,0.6,GRAMA,294
295,67.1,100,3.4,0.0,42.1,7.0,2.0,2.8,3.1,0.7,1.7,240.1,3.3,0.5,239.8,0.0,51.5,47.9,,0.6,GRAMA,295
296,40.0,100,4.3,0.0,23.0,9.3,0.2,1.9,0.1,0.0,0.0,146.0,1.1,0.0,4.0,,0.1,7.4,,0.0,GRAMA,296
297,44.0,100,4.3,0.0,23.0,10.2,0.2,1.4,0.2,0.0,0.0,146.0,1.4,0.0,4.0,,0.1,7.4,,0.0,GRAMA,297
298,44.0,100,4.3,0.0,23.0,10.2,0.2,1.4,0.2,0.0,0.0,146.0,1.4,0.0,4.0,,0.1,7.4,,0.0,GRAMA,298
299,44.0,100,4.3,0.0,23.0,10.2,0.2,1.4,0.2,0.0,0.0,146.0,1.4,0.0,4.0,,0.1,7.4,,0.0,GRAMA,299
300,63.1,100,4.3,0.0,23.0,10.2,0.2,1.4,2.4,0.0,0.0,146.0,1.4,0.0,4.0,,0.1,7.4,,0.0,GRAMA,300
301,63.1,100,4.3,0.0,23.0,10.2,0.2,1.4,2.4,0.0,0.0,146.0,1.4,0.0,4.0,,0.1,7.4,,0.0,GRAMA,301
302,42.9,100,0.4,0.0,58.0,4.1,2.3,2.1,2.7,0.6,1.5,549.0,1.9,0.4,179.0,,306.2,18.0,,2.1,GRAMA,302
303,47.0,100,3.2,0.0,22.6,9.1,0.8,2.8,0.3,0.0,0.1,176.1,2.5,0.1,482.8,,292.7,6.2,,0.4,GRAMA,303
304,47.0,100,3.2,0.0,22.6,9.1,0.8,2.8,0.3,0.0,0.1,176.1,2.5,0.1,482.8,,292.7,6.2,,0.4,GRAMA,304
305,149.0,100,1.6,0.0,181.0,33.1,1.7,2.1,0.5,0.0,0.2,401.0,6.4,0.1,17.0,,,31.2,,0.0,GRAMA,305
306,54.5,100,2.0,0.0,30.0,7.6,1.1,1.0,2.9,0.6,1.6,87.0,0.8,0.4,10.0,0.0,2.3,4.2,,0.7,GRAMA,306
307,23.0,100,0.2,0.0,32.0,2.1,1.0,1.9,0.7,0.1,0.4,79.0,4.0,0.1,6.0,,7.8,8.2,,0.0,GRAMA,307
308,15.0,100,0.8,0.0,36.0,2.8,0.9,1.3,0.1,0.0,0.1,194.0,1.4,0.0,28.0,,370.2,18.0,,0.3,GRAMA,308
309,18.0,100,2.6,0.0,10.0,3.9,0.3,1.2,0.2,0.0,0.1,237.0,0.9,0.0,5.0,,41.6,12.7,,0.5,GRAMA,309
310,20.0,100,2.4,0.0,10.0,4.6,0.3,1.7,0.2,0.0,0.1,175.0,0.9,0.1,3.0,,18.5,80.4,,0.1,GRAMA,310
311,306.0,100,4.1,0.0,1576.0,64.4,44.0,42.8,10.2,0.7,5.2,1669.0,11.0,2.7,15.0,,345.2,50.0,,18.9,GRAMA,311
312,78.0,100,,0.0,5.0,20.3,0.4,2.0,0.1,,,267.0,1.2,,1.0,,,,,,GRAMA,312
313,89.0,100,12.2,0.0,5.0,22.8,0.3,2.6,0.3,0.0,0.1,358.0,1.1,0.1,1.0,,3.2,8.7,,0.1,GRAMA,313
314,89.0,100,12.2,0.0,5.0,22.8,0.3,2.6,0.3,0.0,0.1,358.0,1.1,0.1,1.0,,3.2,8.7,,0.1,GRAMA,314
315,89.0,100,12.2,0.0,5.0,22.8,0.3,2.6,0.3,0.0,0.1,358.0,1.1,0.1,1.0,,3.2,8.7,,0.1,GRAMA,315
316,213.1,100,12.2,0.0,5.0,25.5,0.3,2.9,13.2,0.0,0.1,358.0,1.2,0.1,1.0,,3.2,8.7,,0.1,GRAMA,316
317,47.0,100,8.4,0.0,40.0,11.8,0.1,2.4,0.1,0.0,0.0,181.0,0.9,0.0,,,11.2,53.2,,0.2,GRAMA,317
318,47.0,100,8.4,0.0,40.0,11.8,0.1,2.4,0.1,0.0,0.0,181.0,0.9,0.0,,,11.2,53.2,,0.2,GRAMA,318
319,30.0,100,0.7,0.0,33.0,10.5,0.6,2.8,0.2,0.0,0.1,102.0,0.7,0.0,2.0,,2.5,29.1,,0.2,GRAMA,319
320,53.0,100,10.6,0.0,37.0,13.3,0.1,1.8,0.3,0.1,0.1,166.0,0.8,0.0,2.0,,34.1,26.7,,0.2,GRAMA,320
321,53.0,100,10.6,0.0,37.0,13.3,0.1,1.8,0.3,0.1,0.1,166.0,0.8,0.0,2.0,,34.1,26.7,,0.2,GRAMA,321
322,53.0,100,10.6,0.0,37.0,13.3,0.1,1.8,0.3,0.1,0.1,166.0,0.8,0.0,2.0,,34.1,26.7,,0.2,GRAMA,322
323,53.0,100,10.6,0.0,37.0,13.3,0.1,1.8,0.3,0.1,0.1,166.0,0.8,0.0,2.0,,34.1,26.7,,0.2,GRAMA,323
324,53.0,100,10.6,0.0,37.0,13.3,0.1,1.8,0.3,0.1,0.1,166.0,0.8,0.0,2.0,,34.1,26.7,,0.2,GRAMA,324
325,53.0,100,10.6,0.0,37.0,13.3,0.1,1.8,0.3,0.1,0.1,166.0,0.8,0.0,2.0,,34.1,26.7,,0.2,GRAMA,325
326,47.0,100,8.4,0.0,40.0,11.8,0.1,2.4,0.1,0.0,0.0,181.0,0.9,0.0,,,11.2,53.2,,0.2,GRAMA,326
327,73.6,100,9.8,0.0,5.6,20.0,,,0.1,,,1.0,0.0,,18.3,,,,,,GRAMA,327
328,48.0,100,9.3,0.0,13.0,12.6,0.3,1.4,0.1,0.0,0.0,115.0,0.5,0.0,1.0,,2.8,36.2,,0.0,GRAMA,328
329,48.0,100,9.3,0.0,13.0,12.6,0.3,1.4,0.1,0.0,0.0,115.0,0.5,0.0,1.0,,2.8,36.2,,0.0,GRAMA,329
330,120.0,100,2.4,0.0,10.0,7.8,0.2,5.6,10.1,5.5,1.7,351.0,2.2,2.0,2.0,,7.0,17.4,,2.7,GRAMA,330
331,70.0,100,12.5,0.0,8.0,18.6,0.1,3.6,0.2,0.0,0.0,161.0,0.6,0.0,1.0,,81.4,7.5,,0.7,GRAMA,331
332,74.0,100,6.9,0.0,35.0,19.2,0.4,2.9,0.3,0.1,0.1,232.0,0.8,0.1,1.0,,7.1,2.0,,0.1,GRAMA,332
333,52.0,100,10.4,0.0,6.0,13.8,0.1,2.4,0.2,0.0,0.1,107.0,0.3,0.0,1.0,,2.7,4.6,,0.2,GRAMA,333
334,39.0,100,4.9,0.0,24.0,9.8,0.1,1.8,0.1,0.0,0.0,257.0,0.6,0.0,3.0,,54.7,61.8,,0.7,GRAMA,334
335,39.0,100,4.9,0.0,24.0,9.8,0.1,1.8,0.1,0.0,0.0,257.0,0.6,0.0,3.0,,54.7,61.8,,0.7,GRAMA,335
336,65.0,100,12.7,0.0,10.0,17.0,0.1,1.8,0.3,0.1,0.1,156.0,0.5,0.1,2.0,,38.2,27.7,,1.1,GRAMA,336
